ablation,spearman_synth_real,pearson_log_synth_real,ccc_synth_real,mape_synth_real,delta_spearman_vs_default
default,0.12401977655693444,0.019358995494750647,0.012873135851801224,108.24720516842126,0.0
no_noise,0.10489283103066283,0.119200841797656,0.017904943952166998,77.91741618151835,-0.019126945526271616
no_shift,0.1399664915161959,0.04478076806528629,0.012394982744611443,142.80071257645798,0.01594671495926145
no_baseline,-0.10643597504837743,-0.12126018341233413,-0.005277409692527857,268.98030630605734,-0.23045575160531187
empirical_baseline,0.09508960868272856,0.02753971948724637,0.0013005998438429256,253.82315228386943,-0.02893016787420588
chenomx_corr,0.09836886338745707,0.09946602798977934,0.015207319667709862,87.45575382387273,-0.025650913169477374
chenomx_ranges,0.18084109069093704,0.13881818743690622,0.04575538723713672,81.52209697073235,0.0568213141340026
low_noise,0.16268605944599906,0.10029713604775244,0.008207796850200334,188.25630356501267,0.038666282889064624
high_shift,0.22359078949862607,0.1546426572860798,0.011750841177701445,117.026219647077,0.09957101294169163
