version,run,initial,last,best,best_iter,n_iterations,improvement_last,improvement_best
v1,run0,0.09058186233669366,0.0808354875125571,0.13924717853576957,3,6,-0.009746374824136553,0.04866531619907591
v1,run1,0.09058186233669366,0.12985296309198496,0.12985296309198496,5,6,0.039271100755291305,0.039271100755291305
v2,run0,0.09058186233669366,-0.12426903300824822,0.09452148934125394,1,5,-0.2148508953449419,0.003939627004560284
