temperature,n,spearman_mean,spearman_std,spearman_max,spearman_min,mape_mean
0.1,5,0.047905677509045216,0.04049589100991016,0.08896191631130525,-0.010385945541414249,82.35890312936122
0.3,5,0.07186688172599034,0.03467697409016838,0.1054483325850513,0.019022257623490482,80.14257192866141
0.5,5,0.04675467423329133,0.036970043299754604,0.09089558045479129,-0.010385945541414249,81.91536239895883
0.7,5,0.04254345626061866,0.047287283488722055,0.09058186233669366,-0.010385945541414249,107.17997863196051
